,Unnamed: 0.1,Unnamed: 0,Website,Connection Establishment Time,RTT,Initial Response,Latency,Page Load Time,Dependency Load Time,Page Size,IP,City,Country,WASM RTT,WASM Durations,WASM Sizes,Website Type
2911,2942,3128,thesaurus.com,79.0891647338867,21.0552215576172,24.0,10.5276107788086,2408.0,475.0,203214.0,194.110.85.37,Cruchten,Luxembourg,22,4739,5503647,Other
2912,2943,3129,whatsapp.com,54.5058250427246,19.0544128417969,571.0,9.52720642089844,1573.0,1160.0,279521.0,194.110.85.37,Cruchten,Luxembourg,90,3795,15654490,Other
2913,2944,3130,rottentomatoes.com,75.2813816070557,20.2226638793945,33.0,10.1113319396973,1211.0,972.0,337417.0,194.110.85.37,Cruchten,Luxembourg,19,235,341071,Entertainment Websites
2914,2945,3131,bbc.com,55.3112030029297,18.5222625732422,27.0,9.26113128662109,1517.0,843.0,216165.0,194.110.85.37,Cruchten,Luxembourg,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,News Websites
2915,2946,3132,bestbuy.com,73.3902454376221,19.275426864624,152.0,9.63771343231201,596.0,462.0,6928.0,194.110.85.37,Cruchten,Luxembourg,"No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found",E-commerce Platforms
2916,2947,3133,healthline.com,79.1375637054443,22.6171016693115,188.0,11.3085508346558,1336.0,517.0,160703.0,194.110.85.37,Cruchten,Luxembourg,46,490,381574,Health and Medical Websites
2917,2948,3134,netflix.com,374.741792678833,20.08056640625,497.0,10.040283203125,5131.0,2981.0,482244.0,194.110.85.37,Cruchten,Luxembourg,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Entertainment Websites
2918,2949,3135,indeed.com,68.9356327056885,41.1710739135742,148.0,20.5855369567871,4019.0,2144.0,228576.0,194.110.85.37,Cruchten,Luxembourg,88,6430,4079271,Other
2919,2950,3136,thefreedictionary.com,346.619367599487,19.1972255706787,249.0,9.59861278533936,5796.0,1757.0,1422518.0,194.110.85.37,Cruchten,Luxembourg,60,6211,10027141,Educational Websites
2920,2951,3137,xvideos.com,90.6882286071777,23.5145092010498,96.0,11.7572546005249,1798.0,991.0,145378.0,194.110.85.37,Cruchten,Luxembourg,"No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found",Other
2921,2952,3138,spotify.com,58.3090782165527,22.3040580749512,71.0,11.1520290374756,3670.0,2519.0,78859.0,194.110.85.37,Cruchten,Luxembourg,19,2990,7613489,Entertainment Websites
2922,2953,3139,livescore.com,58.7167739868164,18.2697772979736,28.0,9.13488864898682,2482.0,535.0,257773.0,194.110.85.37,Cruchten,Luxembourg,0,2018,2400273,Other
2923,2954,3140,ebay.com,346.778631210327,21.7125415802002,320.0,10.8562707901001,1632.0,869.0,312059.0,194.110.85.37,Cruchten,Luxembourg,"No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found",E-commerce Platforms
2924,2955,3141,pornhub.com,52.4764060974121,18.6748504638672,259.0,9.33742523193359,1440.0,798.0,37751.0,194.110.85.37,Cruchten,Luxembourg,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Other
2925,2956,3142,ytmp3.cc,547.133922576904,19.4315910339355,198.0,9.71579551696777,2800.0,1474.0,165109.0,194.110.85.37,Cruchten,Luxembourg,18,3717,9108464,Other
2926,2957,3144,nih.gov,367.110729217529,18.6531543731689,122.0,9.32657718658447,1805.0,542.0,81225.0,194.110.85.37,Cruchten,Luxembourg,63,3633,7826391,Health and Medical Websites
2927,2958,3145,tiktok.com,51.5115261077881,20.0197696685791,788.0,10.0098848342896,1829.0,1531.0,753037.0,194.110.85.37,Cruchten,Luxembourg,58,450,450234,Other
2928,2959,3146,steampowered.com,93.8968658447266,18.9731121063232,18.0,9.48655605316162,1240.0,879.0,508500.0,194.110.85.37,Cruchten,Luxembourg,"No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found",Other
2929,2960,3147,investopedia.com,64.5513534545898,25.4592895507812,6483.0,12.7296447753906,6607.0,6599.0,147.0,194.110.85.37,Cruchten,Luxembourg,"No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found",Financial Websites
2930,2961,3148,cdc.gov,534.691095352173,19.1035270690918,35.0,9.5517635345459,564.0,516.0,230427.0,194.110.85.37,Cruchten,Luxembourg,19,108,52858,Health and Medical Websites
2931,2962,3149,nordstrom.com,62.2389316558838,22.8371620178223,247.0,11.4185810089111,513.0,513.0,210911.0,194.110.85.37,Cruchten,Luxembourg,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,E-commerce Platforms
2932,2963,3150,blog.google,62.3006820678711,19.51003074646,198.0,9.75501537322998,2710.0,663.0,310882.0,194.110.85.37,Cruchten,Luxembourg,482,13491,23485402,Other
2933,2964,3151,cnbc.com,296.328067779541,19.6640491485596,124.0,9.83202457427979,913.0,518.0,2312380.0,194.110.85.37,Cruchten,Luxembourg,0,220,305220,News Websites
2934,2965,3152,indiatimes.com,55.6464195251465,18.333911895752,29.0,9.16695594787598,6767.0,282.0,827018.0,194.110.85.37,Cruchten,Luxembourg,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Other
2935,2966,3153,roblox.com,221.039056777954,19.193172454834,168.0,9.59658622741699,1912.0,1508.0,98332.0,194.110.85.37,Cruchten,Luxembourg,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Gaming Websites
2936,2967,3154,flashscore.com,54.983377456665,18.1536674499512,54.0,9.07683372497559,1922.0,1412.0,442437.0,194.110.85.37,Cruchten,Luxembourg,0,2260,2121171,Other
2937,2968,3155,thepiratebay.org,47.701358795166,22.383451461792,699.0,11.191725730896,1549.0,1369.0,4894.0,194.110.85.37,Cruchten,Luxembourg,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Other
2938,2969,3156,adobe.com,80.3005695343018,22.0901966094971,83.0,11.0450983047485,1206.0,958.0,318075.0,194.110.85.37,Cruchten,Luxembourg,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Other
2939,2970,3157,speedtest.net,76.2131214141846,19.686222076416,148.0,9.84311103820801,1804.0,441.0,153617.0,194.110.85.37,Cruchten,Luxembourg,21,1756,6344489,Other
2940,2971,3158,ssyoutube.com,41.8546199798584,20.6685066223145,211.0,10.3342533111572,1836.0,991.0,30024.0,194.110.85.37,Cruchten,Luxembourg,181,2632,4641151,Other
2941,2972,3159,unsplash.com,109.544515609741,20.7071304321289,29.0,10.3535652160645,1911.0,1778.0,574717.0,194.110.85.37,Cruchten,Luxembourg,0,519,1513893,Other
2942,2973,3160,lowes.com,,,,,,,,194.110.85.37,Cruchten,Luxembourg,,,,Other
2943,2974,3161,vocabulary.com,48.9740371704102,19.3240642547607,436.0,9.66203212738037,1859.0,1501.0,45239.0,194.110.85.37,Cruchten,Luxembourg,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Other
2944,2975,3162,mcdonalds.com,289.862632751465,32.1135520935059,59.0,16.0567760467529,3038.0,2230.0,265421.0,194.110.85.37,Cruchten,Luxembourg,27,1867,3170830,Other
2945,2976,3163,deepl.com,139.648675918579,19.3543434143066,154.0,9.67717170715332,1109.0,930.0,228161.0,194.110.85.37,Cruchten,Luxembourg,"No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found",Other
2946,2977,3165,bloomberg.com,214.163303375244,23.4472751617432,62.0,11.7236375808716,1080.0,675.0,14423.0,194.110.85.37,Cruchten,Luxembourg,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Financial Websites
2947,2978,3166,forbes.com,93.1203365325928,22.1555233001709,26.0,11.0777616500855,1077.0,603.0,595662.0,194.110.85.37,Cruchten,Luxembourg,38,229,61995,Financial Websites
2948,2979,3167,booking.com,118.571996688843,41.1555767059326,287.0,20.5777883529663,1400.0,1290.0,568552.0,194.110.85.37,Cruchten,Luxembourg,0,260,305220,Other
2949,2980,3168,xhamster.com,45.3684329986572,17.9538726806641,294.0,8.97693634033203,4183.0,1450.0,339428.0,194.110.85.37,Cruchten,Luxembourg,0,6224,6019730,Other
2950,2981,3169,xe.com,88.3860588073731,51.9211292266846,74.0,25.9605646133423,1254.0,1198.0,402955.0,194.110.85.37,Cruchten,Luxembourg,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Other
2951,2982,3171,coinmarketcap.com,55.1996231079102,31.4736366271973,32.0,15.7368183135986,1218.0,724.0,272216.0,194.110.85.37,Cruchten,Luxembourg,22,1227,1754582,Financial Websites
2952,2983,3172,spanishdict.com,249.029159545898,23.867130279541,154.0,11.9335651397705,5654.0,348.0,269010.0,194.110.85.37,Cruchten,Luxembourg,234,4164,6002823,Other
2953,2984,3173,goodhousekeeping.com,57.384729385376,21.6026306152344,36.0,10.8013153076172,1068.0,577.0,421037.0,194.110.85.37,Cruchten,Luxembourg,17,1049,1589929,Other
2954,2985,3174,dominos.com,50.6758689880371,20.4198360443115,299.0,10.2099180221558,3028.0,446.0,47710.0,194.110.85.37,Cruchten,Luxembourg,23,2181,6193075,Other
2955,2987,3176,pexels.com,85.7474803924561,38.1839275360107,66.0,19.0919637680054,1828.0,808.0,141281.0,194.110.85.37,Cruchten,Luxembourg,228,4065,3991981,Other
2956,2988,3177,poki.com,50.1172542572022,18.9814567565918,50.0,9.4907283782959,11038.0,300.0,279516.0,194.110.85.37,Cruchten,Luxembourg,2998,19834,12458943,Gaming Websites
2957,2989,3178,caranddriver.com,55.5634498596191,18.7413692474365,26.0,9.37068462371826,745.0,502.0,457561.0,194.110.85.37,Cruchten,Luxembourg,20,1590,2549797,Other
2958,2990,3179,github.com,67.2852993011475,22.9964256286621,27.0,11.4982128143311,685.0,653.0,234631.0,194.110.85.37,Cruchten,Luxembourg,18,135,70279,Other
2959,2991,3180,hotels.com,240.611791610718,50.0900745391846,675.0,25.0450372695923,3288.0,2690.0,907082.0,194.110.85.37,Cruchten,Luxembourg,0,70,27693,Other
2960,2992,3181,globo.com,514.472961425781,19.4582939147949,259.0,9.72914695739746,11866.0,3436.0,1045512.0,194.110.85.37,Cruchten,Luxembourg,19,11337,25137277,Other
2961,2993,3182,theguardian.com,53.2989501953125,19.1621780395508,28.0,9.58108901977539,10963.0,360.0,1256524.0,194.110.85.37,Cruchten,Luxembourg,1745,11250,4407010,News Websites
2962,2994,3184,wellsfargo.com,220.686197280884,26.4577865600586,17.0,13.2288932800293,1578.0,1123.0,131922.0,194.110.85.37,Cruchten,Luxembourg,"No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found",Other
2963,2995,3185,expedia.com,74.535608291626,24.7049331665039,1730.0,12.352466583252,7749.0,2904.0,1488456.0,194.110.85.37,Cruchten,Luxembourg,0,12736,22945775,Other
2964,2996,3186,realtor.com,555.65881729126,19.2101001739502,534.0,9.6050500869751,23976.0,1197.0,954389.0,194.110.85.37,Cruchten,Luxembourg,128,149747,81897461,Other
2965,2997,3187,crazygames.com,42.6032543182373,20.7750797271729,45.0,10.3875398635864,1063.0,706.0,597235.0,194.110.85.37,Cruchten,Luxembourg,116,9536,8034232,Gaming Websites
2966,2998,3188,digitaltrends.com,54.3184280395508,18.455982208252,857.0,9.22799110412598,9379.0,6541.0,649275.0,194.110.85.37,Cruchten,Luxembourg,52,7854,14426148,Other
2967,2999,3189,nba.com,397.273302078247,28.5482406616211,823.0,14.2741203308105,3612.0,1914.0,490807.0,194.110.85.37,Cruchten,Luxembourg,87,9422,9128460,Other
2968,3000,3190,nintendo.com,546.633958816528,56.6682815551758,42.0,28.3341407775879,1602.0,884.0,768578.0,194.110.85.37,Cruchten,Luxembourg,0,762,395877,Gaming Websites
2969,3001,3191,akc.org,76.8017768859863,19.4575786590576,69.0,9.72878932952881,7752.0,375.0,600762.0,194.110.85.37,Cruchten,Luxembourg,0,42378,41250826,Other
2970,3002,3192,fast.com,85.329532623291,18.4345245361328,44.0,9.21726226806641,1397.0,1310.0,25627.0,194.110.85.37,Cruchten,Luxembourg,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Other
2971,3003,3193,decathlon.com,45.4590320587158,17.9915428161621,44.0,8.99577140808106,14358.0,10872.0,1198329.0,194.110.85.37,Cruchten,Luxembourg,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Other
2972,3004,3195,stackoverflow.com,73.2970237731934,20.7381248474121,121.0,10.3690624237061,675.0,531.0,175946.0,194.110.85.37,Cruchten,Luxembourg,60,787,1912473,Other
2973,3005,3196,calculator.net,334.526062011719,54.1419982910156,132.0,27.0709991455078,739.0,568.0,11466.0,194.110.85.37,Cruchten,Luxembourg,"No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found",Other
2974,3006,3198,www2.hm.com,49.9875545501709,20.9355354309082,94.0,10.4677677154541,1981.0,857.0,1508922.0,194.110.85.37,Cruchten,Luxembourg,19,572,362846,Other
2975,3007,3199,grubhub.com,63.5998249053955,19.895076751709,26.0,9.94753837585449,728.0,235.0,2701.0,194.110.85.37,Cruchten,Luxembourg,21,160,78105,Other
2976,3008,3200,google.com,355.060338973999,159.544706344605,240.0,79.7723531723022,16602.0,4425.0,146820.0,202.73.12.98,Kuala Lumpur,Malaysia,1096,38479,24770048,Other
2977,3009,3201,facebook.com,329.051494598389,164.671659469605,433.0,82.3358297348022,12465.0,12105.0,67543.0,202.73.12.98,Kuala Lumpur,Malaysia,158,76887,37115202,Social Media Sites
2978,3010,3202,amazon.com,1191.86639785767,160.374164581299,434.0,80.1870822906494,3807.0,3282.0,757537.0,202.73.12.98,Kuala Lumpur,Malaysia,162,1237,158204,E-commerce Platforms
2979,3011,3203,imdb.com,1172.43909835815,161.106109619141,1730.0,80.5530548095703,6775.0,4578.0,705932.0,202.73.12.98,Kuala Lumpur,Malaysia,164,613,3667,Entertainment Websites
2980,3012,3204,apple.com,340.157270431519,164.29591178894,202.0,82.1479558944702,5789.0,2216.0,257226.0,202.73.12.98,Kuala Lumpur,Malaysia,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Other
2981,3013,3205,merriam-webster.com,338.444709777832,158.379077911377,236.0,79.1895389556885,50935.0,1724.0,278748.0,202.73.12.98,Kuala Lumpur,Malaysia,1945,407514,64059635,Educational Websites
2982,3014,3206,pinterest.com,336.665153503418,159.265041351318,509.0,79.6325206756592,3053.0,3047.0,261361.0,202.73.12.98,Kuala Lumpur,Malaysia,"No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found",Social Media Sites
2983,3015,3207,yelp.com,533.904552459717,159.719944000244,1125.0,79.8599720001221,10936.0,4885.0,455553.0,202.73.12.98,Kuala Lumpur,Malaysia,324,30966,9915731,Other
2984,3016,3208,tripadvisor.com,,,,,,,,202.73.12.98,Kuala Lumpur,Malaysia,,,,Other
2985,3017,3209,wiktionary.org,342.993021011353,175.941944122314,321.0,87.9709720611572,1434.0,1428.0,61262.0,202.73.12.98,Kuala Lumpur,Malaysia,160,949,49888,Other
2986,3018,3210,dictionary.com,542.813777923584,161.37170791626,163.0,80.6858539581299,25669.0,2377.0,246767.0,202.73.12.98,Kuala Lumpur,Malaysia,697,237887,46811194,Educational Websites
2987,3019,3211,yahoo.com,747.018098831177,168.164253234863,253.0,84.0821266174316,28617.0,3264.0,953371.0,202.73.12.98,Kuala Lumpur,Malaysia,3850,234131,35984296,Other
2988,3020,3212,cambridge.org,545.695066452026,174.551010131836,587.0,87.275505065918,5778.0,2956.0,285856.0,202.73.12.98,Kuala Lumpur,Malaysia,0,2256,586586,Educational Websites
2989,3021,3213,britannica.com,1169.50988769531,162.948608398438,367.0,81.4743041992188,87867.0,2954.0,165054.0,202.73.12.98,Kuala Lumpur,Malaysia,1715,183160,58882697,Educational Websites
2990,3022,3214,weather.com,408.752202987671,158.962726593018,224.0,79.4813632965088,28593.0,2279.0,921730.0,202.73.12.98,Kuala Lumpur,Malaysia,643,312536,41049995,Other
2992,3024,3216,walmart.com,393.25475692749,164.028882980347,203.0,82.0144414901733,20225.0,408.0,183509.0,202.73.12.98,Kuala Lumpur,Malaysia,766,30995,12650503,E-commerce Platforms
2993,3025,3217,espn.com,570.473432540894,159.848690032959,890.0,79.9243450164795,31224.0,6553.0,1552530.0,202.73.12.98,Kuala Lumpur,Malaysia,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Other
2994,3026,3218,linkedin.com,504.277467727661,176.63311958313,439.0,88.3165597915649,2700.0,1147.0,130783.0,202.73.12.98,Kuala Lumpur,Malaysia,175,1010,58341,Social Media Sites
2995,3027,3219,homedepot.com,,,,,,,,202.73.12.98,Kuala Lumpur,Malaysia,,,,Other
2996,3028,3220,espncricinfo.com,513.55767250061,161.975860595703,178.0,80.9879302978516,47070.0,3368.0,533953.0,202.73.12.98,Kuala Lumpur,Malaysia,357,160788,54067189,Other
2997,3029,3221,craigslist.org,1172.88160324097,158.089399337769,354.0,79.0446996688843,8508.0,2942.0,51272.0,202.73.12.98,Kuala Lumpur,Malaysia,"No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found",Other
2998,3030,3222,xnxx.com,1358.58583450317,170.230150222778,450.0,85.1150751113892,5558.0,4090.0,200247.0,202.73.12.98,Kuala Lumpur,Malaysia,"No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found","No WASM RTT,duration or sizes found",Other
2999,3031,3223,gsmarena.com,661.754131317139,160.548686981201,334.0,80.2743434906006,55850.0,3134.0,92556.0,202.73.12.98,Kuala Lumpur,Malaysia,318,185541,41821186,Other
3000,3032,3224,mayoclinic.org,1144.1056728363,159.660816192627,626.0,79.8304080963135,11445.0,2753.0,557849.0,202.73.12.98,Kuala Lumpur,Malaysia,928,25926,14692921,Health and Medical Websites
3001,3033,3225,cricbuzz.com,500.462293624878,161.196947097778,206.0,80.5984735488892,17433.0,984.0,145643.0,202.73.12.98,Kuala Lumpur,Malaysia,996,67660,31366985,Other
3002,3034,3226,timeanddate.com,784.914255142212,202.574253082275,444.0,101.287126541138,32733.0,2563.0,68100.0,202.73.12.98,Kuala Lumpur,Malaysia,0,76572,16842025,Other
3003,3035,3227,webmd.com,1174.99113082886,159.59620475769,270.0,79.7981023788452,50655.0,2817.0,306445.0,202.73.12.98,Kuala Lumpur,Malaysia,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Health and Medical Websites
3004,3036,3228,thesaurus.com,522.376298904419,174.899101257324,159.0,87.4495506286621,32237.0,2378.0,245289.0,202.73.12.98,Kuala Lumpur,Malaysia,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Other
3005,3037,3229,whatsapp.com,333.143949508667,159.441709518433,829.0,79.7208547592163,6092.0,3706.0,258743.0,202.73.12.98,Kuala Lumpur,Malaysia,738,17946,18783593,Other
3006,3038,3230,rottentomatoes.com,833.76955986023,165.008783340454,176.0,82.5043916702271,4332.0,2369.0,337575.0,202.73.12.98,Kuala Lumpur,Malaysia,318,1979,105682,Entertainment Websites
3007,3039,3231,bbc.com,329.21838760376,169.712781906128,161.0,84.856390953064,8696.0,6161.0,221200.0,202.73.12.98,Kuala Lumpur,Malaysia,159,1010,44355,News Websites
3008,3040,3232,bestbuy.com,376.452922821045,161.949157714844,275.0,80.9745788574219,3274.0,2918.0,6928.0,202.73.12.98,Kuala Lumpur,Malaysia,181,864,24976,E-commerce Platforms
3009,3041,3233,healthline.com,629.765033721924,159.956455230713,958.0,79.9782276153564,89381.0,17167.0,352746.0,202.73.12.98,Kuala Lumpur,Malaysia,15768,743403,25675179,Health and Medical Websites
3010,3042,3234,netflix.com,967.021465301514,169.618844985962,853.0,84.809422492981,14793.0,8634.0,482255.0,202.73.12.98,Kuala Lumpur,Malaysia,192,68371,67674233,Entertainment Websites
3011,3043,3235,indeed.com,328.33456993103,160.218477249146,405.0,80.1092386245728,12225.0,4588.0,186319.0,202.73.12.98,Kuala Lumpur,Malaysia,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Waiting time exceeds 10 seconds,Other
3012,3044,3236,thefreedictionary.com,783.256053924561,159.86156463623,406.0,79.9307823181152,9070.0,2031.0,192457.0,202.73.12.98,Kuala Lumpur,Malaysia,354,32663,25847621,Educational Websites
3013,3045,3237,xvideos.com,1159.06405448914,161.179780960083,449.0,80.5898904800415,5027.0,3601.0,1291490.0,202.73.12.98,Kuala Lumpur,Malaysia,824,3954,103375,Other
3014,3046,3238,spotify.com,331.552267074585,160.147428512573,246.0,80.0737142562866,17093.0,3184.0,188640.0,202.73.12.98,Kuala Lumpur,Malaysia,477,30920,23373957,Entertainment Websites
